معلومات الصفحة ,Page Name,Page Category,Followers_Count,Country,Language,معلومات المنشور ,Post ID,Platform,Publish_Date,Publish_Time,Day,Season,Campaign_Type,المنتج,Product_Name,Product_Category,Brand_Name,Price,Discount,Campaign Goal,المحتوى النصي ,Caption,Caption Length,CTA,Number of CTAs,Hashtags,Number of Hashtags,Emoji Count,Word Count,Language.1,Tone,Writing Style,الصورة ,Image,Number of Products,Contains Human,Dominant Colors,Logo Position,Text in Image,بيانات الاداء ,Likes,Comments,Shares,Reactions,Reach,Engagement Rate,CTA_Presence,CTA_Type,CTA_Text,Hook_Type,Content_Pillar,Dialect,Time_Bucket,Reaction_Breakdown_Total,Public_Interactions,Weighted_Engagement,Public_Engagement_Rate,Relative_Performance_Index,Performance_Class,Is_Product_Post,Hashtag_List,Image_Count,Visual_Style,Layout_Type,Data_Quality_Notes,image_path,Unnamed: 67,Campaign_Type.1
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,31,Facebook,7/1/2026,4:18 PM,الأربعاء,الصيف,Product Education,,Samsung Washing Machine,Washing Machine,Samsung,,,Store Visits,,"لأن صحة عائلتك تبدأ من تفاصيل يومك... 💙
اختاري غسالة سامسونج المزودة بتقنية Hygiene Steam واستمتعي بنظافة صحية مع كل دورة غسيل، بالإضافة إلى ضمان 10 سنوات على محرك Digital Inverter.
احصلي عليها من البراق .. الوكيل الرسمي لسامسونج في سوريا.",240,Yes,2,No,0,1,39,Arabic,"Emotional, Informative",Emotional benefit; Educational; Store CTA,,,1,No,#A0ABA9 (gray); #E8F0EF (white); #424946 (dark gray),Samsung: top-left; Al Boraq: top-right,Hygiene Steam,,570,1100,12,"Like = 529
Love = 39
Haha = 0
Wow =0
Care =2
Angry =0
Sad = 0",,,Explicit,Buy,اختاري غسالة سامسونج؛ احصلي عليها من البراق,Family-health benefit,Family Health / Appliance Education,Arabic (MSA with technical English),Afternoon,570,1682,2806,0.14%,0.55,0,Yes,,1,Lifestyle infographic,Centered product with headline,,data/images/image31.jpg,,Product Education
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,32,Facebook,7/1/2026,9:29 AM,الأربعاء,الصيف,Limited-Time Offer + Giveaway,,Galaxy A17,Mobile,Samsung,,,Lead Generation,,"💥 عرض Galaxy A17 قلب كل قواعد التوفير! 💥
اشتري موبايل Galaxy A17 واحصل على هدايا قيّمة من البراق 😍🔥
✔️كفر مجاني مع الموبايل
🎁 هدية فورية من دولاب الحظ
🚗 فرصة للفوز بسيارة KIA Sonet
📺 فرصة للفوز بشاشة Samsung 55""
عرض لفترة محدودة وفرصة ربح قوية 
💬 اكتب ""براق"" بالتعليقات الآن، ورح نبعتلك كل التفاصيل فورا 🎁🔥 ",317,Yes,2,No,0,11,53,Arabic,"Playful, Promotional, Urgent",Offer-led; Bullet list; Comment CTA,,,1,Yes,#B1B8C3 (light gray); #8B9CA9 (blue); #525D66 (dark blue),Samsung: top-left; Al Boraq: top-right,A17; شاشة رائعة وتجربة أذكى,,1100,2800,8,"Like = 1057
Love = 36
Haha = 0
Wow =1
Care =6
Angry =0
Sad = 0",,,Explicit,Buy,اشتري؛ اكتب «براق» بالتعليقات,Offer announcement,Offers & Giveaways,Syrian Arabic with MSA/English product terms,Morning,1100,3908,6724,0.33%,1.31,1,Yes,,1,Lifestyle infographic,Human with product and offer bar,,data/images/image32.jpg,,Sales Conversion
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,33,Facebook,6/30/2026,9:53 AM,الثلاثاء,الصيف,Event Promotion + Giveaway,,Galaxy A56,Mobile,Samsung,,,Sales Conversion,,"✨ معقول تشتري اليوم موبايل... وتربح سيارة بنفس النهار؟ 🤯
مع البراق... المستحيل صار ممكن! 🔥
السحب اليوم في صالة المالكي على السيارات والشاشات، مع جوائز مميزة لكل الحاضرين! 🎉
اشترِ Galaxy A56 وادخل مباشرةً في السحب على:
🚘 96 سيارة KIA SONET
📺 960 شاشة 55""
وغير هيك، رح تحصل فورًا على: 🎁 هدية مباشرة من دولاب الحظ
✨ مع البراق...
الربح مو احتمال... الربح بكل خطوة! 💙",369,Yes,2,No,0,9,61,Arabic,"Playful, Promotional, Interactive",Question hook; Event announcement; Giveaway,,,1,No,#00080C (black); #706D6E (gray); #5B413F (dark red),Samsung: top-left; Al Boraq: top-right,A56; صور مذهلة بالليل,,737,1100,15,"Like = 676
Love = 54
Haha = 0
Wow =1
Care =6
Angry =0
Sad = 0",,,Explicit,Buy,اشترِ Galaxy A56 وادخل مباشرةً,Surprising question,Events & Giveaways,Syrian Arabic with MSA/English product terms,Morning,737,1852,2982,0.15%,0.58,0,Yes,,1,Product offer composite,Centered product with headline,,data/images/image33.jpg,,Community Engagement
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,34,Facebook,6/29/2026,7:23 PM,الاثنين,الصيف,Product Promotion,,S Pen Creator Edition,Stylus,Samsung,,,Lead Generation,,"قلم واحد… تجربة استخدام مختلفة بالكامل 🔥
الـ S Pen Creator Edition – الخيار الأقوى لعشّاق الإبداع على أجهزة التاب من سامسونج 🖊
🎨 مصمّم ليواكب الرسم، التصميم، وكل فكرة بدها دقّة واحتراف
✔️ متوافق مع سلسلة Tab S وTab Note
💸 بسعر ?1 $ فقط!
👇 اكتب ""براق"" في التعليقات لتكون من أوائل من يجرّب التجربة بنفسه 🚀",309,Yes,1,No,0,7,54,Arabic,"Playful, Informative",Product introduction; Feature-benefit; Comment CTA,,,1,No,#B6BEC3 (light gray); #8CA1A5 (cyan); #FDFEFE (white),Samsung: top-left; Al Boraq: top-right,S Pen Creator Edition,,2100,693,11,"Like = 2025
Love = 65
Haha = 0
Wow =0
Care =9
Angry =1
Sad = 0",,,Explicit,Comment keyword,اكتب «براق» في التعليقات,Product transformation hook,Creativity Accessories,Syrian Arabic with MSA/English product terms,Evening,2100,2804,3519,0.23%,0.69,0,Yes,,1,Product hero poster,Centered product with headline,Price is obscured in the source image/caption; retained as unknown.,data/images/image34.jpg,,Sales Conversion
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,35,Facebook,6/29/2026,9:25 AM,الاثنين,الصيف,Product Promotion + Giveaway,,Galaxy S25 Ultra,Mobile,Samsung,,,Sales Conversion,,"👀  ما لا يمكنك مشاهدته! 🔥
لا تفوّت فرصة امتلاك أقوى تجربة تصوير مع Samsung S25 Ultra بزوم ×100 الذي يقرّب لك التفاصيل كما لم ترها من قبل! ✨
اشترِ الآن وادخل السحب ضمن حملة الجوائز الكبرى:
🚗 فرصة للفوز بـ 96 سيارة 
📺 فرصة للفوز بـ 960 شاشة 55"" 
🎡 ومفاجآت إضافية بانتظارك مع دولاب الحظ!
لا تنتظر... جهاز الأحلام قد يكون بوابتك إلى جائزة الأحلام! 🤩
#SamsungS25Ultra #ALBORAQ #Zoom100 #جوائز_كبرى #دولاب_الحظ #اشتر_واربح",422,Yes,3,Yes,6,7,69,Arabic,"Playful, Promotional, Urgent",Curiosity hook; Feature-benefit; Giveaway,,,1,Yes,#B9C2C6 (light gray); #2C2F2F (dark gray); #0F1518 (black),Samsung: top-left; Al Boraq: top-right,S25 Ultra; x100,,704,1300,5,"Like = 646
Love = 51
Haha = 2
Wow =1
Care =4
Angry =0
Sad = 0",,,Explicit,Buy,لا تفوّت؛ اشترِ الآن وادخل؛ لا تنتظر,Curiosity hook,Camera Features & Giveaways,Syrian Arabic with MSA/English product terms,Morning,704,2009,3319,0.17%,0.65,0,Yes,#SamsungS25Ultra | #ALBORAQ | #Zoom100 | #جوائز_كبرى | #دولاب_الحظ | #اشتر_واربح,1,Lifestyle infographic,Centered product with headline,,data/images/image35.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,36,Facebook,6/28/2026,7:49 PM,الأحد,الصيف,Engagement Contest,,,Non-product,,,,Engagement,,"⚽ توقع واربح مع البراق! 🔥
🇧🇷 البرازيل 🆚 🇯🇵 اليابان
مين تتوقع يحسم المواجهة؟ 👀
✍️ اكتب توقعك للنتيجة في التعليقات، وإذا حابب تزيد فرصتك بالفوز، توقع أول مسجل في المباراة أيضًا! 😎
🎁 جوائز مميزة بانتظار أصحاب التوقعات الصحيحة.
⏳ لا تنسَ المشاركة قبل صافرة البداية! ",271,Yes,2,No,0,10,43,Arabic,"Interactive, Playful",Contest prompt; Question-led; Comment CTA,,,0,Yes,#02588A (cyan); #87C0B7 (teal); #644D43 (dark orange),Samsung: top-left; Al Boraq: top-right,Brazil vs Japan; توقع واربح معنا,,2500,4900,42,"Like = 2279
Love = 210
Haha = 0
Wow =0
Care =11
Angry =0
Sad = 0",,,Explicit,Comment keyword,اكتب توقعك؛ لا تنسَ المشاركة,Contest question,Sports Engagement Contest,Syrian Arabic with MSA/English product terms,Evening,2500,7442,12426,0.62%,2.43,1,No,,1,Lifestyle infographic,Human with product and offer bar,Non-product engagement contest; product fields intentionally blank.,data/images/image36.jpg,,Community Engagement
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,37,Facebook,6/28/2026,9:30 AM,الأحد,الصيف,Limited-Time Offer + Giveaway,,Galaxy S26 Ultra,Mobile,Samsung,,,Lead Generation,,"🔥 الكل عم يسأل: شو صاير بـ “البُراق”؟! 😳
أقوى عرض على S26 Ultra (12GB / 256GB) —  لفترة محدودة جدًا ⏳🔥
✨ ومع كل جهاز رح تحصل على هدايا فورية :
⌚️ ساعة Galaxy Fit 3  مجانا مع الجهاز 
🎡 دخول فوري على دولاب الحظ 
🎁 اشتراك بسحب ضخم: 96 سيارة + 960 شاشة
⚠️ الكمية محدودة والعرض ما بيتكرر!
💬 اكتب “براق” بالكومنت… ورح نبعتلك كل التفاصيل فورا 🚀",344,Yes,1,No,0,11,66,Arabic,"Interactive, Urgent, Promotional",Curiosity hook; Offer list; Comment CTA,,,1,Yes,#D4E6E8 (light gray); #62C0BB (teal); #F7F8FA (white),Samsung: top-left; Al Boraq: top-right,S26 Ultra; هدايا فورية من دولاب الحظ,,1000,3000,5,"Like = 982
Love = 50
Haha = 1
Wow =0
Care =6
Angry =0
Sad = 0",,,Explicit,Comment keyword,اكتب «براق» بالكومنت,Curiosity / social proof,Limited-Time Offers & Giveaways,Syrian Arabic with MSA/English product terms,Morning,1039,4005,7015,0.33%,1.37,1,Yes,,1,Product offer composite,Product with prize cards,Product name standardized from 'S26 Ultra' to 'Galaxy S26 Ultra'.,data/images/image37.jpg,,Sales Conversion
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,38,Facebook,6/27/2026,10:18 AM,السبت,الصيف,Product Promotion + Giveaway,,Galaxy A37,Mobile,Samsung,,,Sales Conversion,,"لقطة وحدة… وبتفتح لك عالم كامل 🔍🔥
مع Galaxy A37 ما في شي بيمرق بدون ما تعرفه…
ذكاء، سرعة، وتجربة بتخليك دايماً ماسك اللعبة بإيدك 💥
والأحلى؟ 😏
كل عملية شراء اليوم بتدخّلك مباشرة على السحب الكبير:
🚗 96 سيارة
📺 960 شاشة سامسونج
مو بس عم تشتري… عم تلعب على الربح كمان 🎯",272,Yes,1,No,0,7,47,Arabic,"Playful, Promotional",Curiosity hook; Feature-benefit; Giveaway,,,1,Yes,#1C130F (black); #603724 (dark orange); #6F6E74 (gray),Samsung: top-left; Al Boraq: top-right,A37; social search feature,,1100,2200,15,"Like = 989
Love = 61
Haha = 0
Wow =1
Care =6
Angry =0
Sad = 0",,,Implicit,Buy,كل عملية شراء اليوم تدخلك على السحب,Curiosity hook,AI / Search Features & Giveaways,Syrian Arabic with MSA/English product terms,Morning,1057,3315,5545,0.28%,1.08,1,Yes,,1,Lifestyle infographic,Human with product and offer bar,,data/images/image38.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,39,Facebook,6/26/2026,2:36 PM,الجمعة,الصيف,Product Promotion + Giveaway,,Galaxy Z Fold7,Foldable Mobile,Samsung,,,Lead Generation,,"🚀 البراق عم يقدملك أكبر فرصة ربح في سوريا !
مع Galaxy Z Fold 7 : رح تحصل فورا على  
🎁 هدية فورية من البراق
🚗 دخول على سحب 96 سيارة Kia Sonet
📺 و 960 شاشة Samsung
⚡️ مزود بأهم معالج Snapdragon 8 Elite... أداء جبار يتفوق على التوقعات
📏 سماكة 8.9mm فقط... نحافة تسبق جيلها
✨ تصميم استثنائي يخطف الأنظار من أول لمسة
🔥 جهاز من المستقبل... وجوائز ممكن تغيّر يومك بالكامل
💬 اكتب ""براق"" بالكومنت وخليك جاهز للمفاجآت. ",416,Yes,1,No,0,9,73,Arabic,"Playful, Promotional",Opportunity hook; Feature list; Comment CTA,,,1,No,#CCD1D3 (light gray); #B0B3B6 (gray); #16272B (black),Samsung: top-left; Al Boraq: top-right,Z Fold 7; أداء جديد,,3700,1600,15,"Like = 3541
Love = 134
Haha = 0
Wow =4
Care =19
Angry =0
Sad = 2",,,Explicit,Comment keyword,اكتب «براق» بالكومنت,Opportunity hook,Foldable Features & Giveaways,Syrian Arabic with MSA/English product terms,Afternoon,3700,5315,6945,0.44%,1.36,1,Yes,,1,Product offer composite,Product with prize cards,,data/images/image39.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,40,Facebook,6/25/2026,9:30 AM,الخميس,الصيف,Limited-Time Offer + Giveaway,,Galaxy A57,Mobile,Samsung,,,Lead Generation,,"🚨 اشتريت… أو لسا؟!
 أقوى عرض مع الموبايل رح ينتهي قريباً… 
اشتري موبايل Galaxy A57 واحصل على هدايا  بقيمة تتجاوز 100$  😍🔥
✔️باقة مجانية من سيريتل بقيمة 100$ لمدة سنة 
🎁 هدية فورية من دولاب الحظ
🚗 فرصة للفوز بسيارة KIA Sonet
📺 فرصة للفوز بشاشة Samsung 55""
⚠️ العرض محدود والوقت عم يخلص
💬 اكتب ""براق"" بالتعليقات الآن، ورح نبعتلك كل التفاصيل فورا 🎁🔥",355,Yes,2,No,0,11,60,Arabic,"Urgent, Promotional",Urgency hook; Offer list; Comment CTA,,,1,Yes,#D4D0D7 (light gray); #798F99 (cyan); #745C60 (red),Samsung: top-left; Al Boraq: top-right,A57; الجوائز قريبة,,1200,3400,8,"Like = 1149
Love = 47
Haha = 0
Wow =0
Care =4
Angry =0
Sad = 0",,,Explicit,Buy,اشتري؛ اكتب «براق» بالتعليقات,Urgency question,Limited-Time Offers & Giveaways,Syrian Arabic with MSA/English product terms,Morning,1200,4608,8024,0.38%,1.57,1,Yes,,1,Product offer composite,Human with product and offer bar,,data/images/image40.jpg,,Sales Conversion
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,41,Facebook,6/8/2026,11:12 AM,الاثنين,الصيف,Giveaway Promotion,,Galaxy A36,Mobile,Samsung,,,Lead Generation,,"🤯 960 شاشة + 96 سيارة؟!
الجهاز الأقوى Galaxy A36 المدعم بمزايا الذكاء الاصطناعي ...  
 ادخل على اقوى سحب  🎁
مع باقة مجانية بقيمة 100$ من سيريتل بقيمة 100$ 
هدية فورية من دولاب الحظ 
هاتف يفكر معك… وفرصة تغير حياتك! 🏆
💬 اكتب "" براق"" ورح توصلك كل التفاصيل ! 👇
البراق — الوكيل الحصري لسامسونج في سوريا 🇸🇾 ",309,Yes,2,No,0,6,56,Arabic,"Playful, Promotional",Numeric hook; Offer list; Comment CTA,,,1,Yes,#BFCBD9 (light blue); #A9B0BE (blue); #879CA9 (cyan),Samsung: top-left; Al Boraq: top-right,A36; هاتف يفكر معك,,2300,1800,4,"Like = 2200
Love = 61
Haha = 0
Wow = 0
Care = 12
Angry = 0
Sad = 0",,,Explicit,Enter giveaway,ادخل على أقوى سحب؛ اكتب «براق»,Numeric prize hook,AI Features & Giveaways,Syrian Arabic with MSA/English product terms,Morning,2273,4104,5912,0.34%,1.15,1,Yes,,1,Lifestyle infographic,Human with product and offer bar,,data/images/image41.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,42,Facebook,6/7/2026,8:00 PM,الأحد,الصيف,Product Promotion,,100W GaN Multi-port Charging Hub,Charging Adapter,Samsung,,,Lead Generation,,"😳 أربع أجهزة...
وشاحن واحد بس؟
⚡️ 100W من القوة
🔌 4 منافذ شحن
🚀 شحن سريع وفعّال لكل أجهزتك 
اكتب ""براق"" ورح تعرف كل التفاصيل فورا",132,Yes,1,No,0,4,23,Arabic,"Interactive, Informative",Question hook; Feature list; Comment CTA,,,1,No,#C9CBD8 (light gray); #9DAFBF (blue); #39373F (dark indigo),Samsung: top-left; Al Boraq: top-right,شاحن متعدد المنافذ 100W; 4 in 1,,3100,1700,13,"Like = 3000
Love = 65
Haha = 0
Wow = 1
Care = 10
Angry = 0
Sad = 0",,,Explicit,Comment keyword,اكتب «براق»,Question / simplification hook,Charging / Utility Features,Syrian Arabic with MSA/English product terms,Evening,3076,4813,6539,0.40%,1.28,1,Yes,,1,Product offer composite,Product with prize cards,,data/images/image42.jpg,,Sales Conversion
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,43,Facebook,6/7/2026,3:57 PM,الأحد,الصيف,Brand / Product Awareness,,Samsung Family Hub Refrigerator,Refrigerator,Samsung,,,Brand Awareness,,"مو كل ثلاجة فيها شاشة...
بس مو كل شاشة بتخليك أقرب لعيلتك. ✨
📸 صور العيلة
📝 ملاحظات يومية
🍽 وصفات الطبخ
🎵 موسيقى بترافق يومك
كل هاد مباشرة من شاشة Family Hub الذكية بقياس 21.5 إنش.
لأن البيت العصري ما بيبدأ من غرفة الجلوس...
أحياناً بيبدأ من المطبخ. 💎
Samsung Family Hub
للعائلات يلي بتحب تعيش بطريقة أذكى، أرتب، وأجمل.
#Samsung #FamilyHub #SmartHome #البراق",363,No,0,Yes,4,6,54,Arabic,"Emotional, Premium, Informative",Storytelling; Lifestyle benefits; Brand positioning,,,1,Yes,#AFABB3 (gray); #8496A2 (cyan); #272A2F (dark blue),Not clearly visible,Family Hub,,336,411,4,"Like = 309
Love = 25
Haha = 0
Wow = 0
Care = 2
Angry = 0
Sad = 0",,,,,,Storytelling contrast,Smart Home / Family Lifestyle,Arabic (MSA with technical English),Afternoon,336,751,1170,0.06%,0.23,0,Yes,#Samsung | #FamilyHub | #SmartHome | #البراق,1,Lifestyle infographic,Human with product and offer bar,,data/images/image43.jpg,,Brand Awareness
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,44,Facebook,6/7/2026,9:49 AM,الأحد,الصيف,Giveaway Promotion,,Galaxy A56,Mobile,Samsung,,,Lead Generation,,"الآن، عند شرائك لهاتف Galaxy A56 أو اي من أجهزة Samsung عبر أحد فروعنا المعتمدة ، 
فأنك لاتحصل على قمة التكنلوجيا الرقمية فحسب ، 
بل وتتأهل تلقائياً لدخول السحب الكبير على جوائز قيّمة : 🔥
96 سيارة من طراز Kia sonet 
960 شاشة عرض ذكية من سامسونج بحجم 55 بوصة 
✔️باقات مجانية هدية فورا مع الأجهزة 
اكتب براق لتعرف تفاصيل الربح👇🏻",329,Yes,1,No,0,3,60,Arabic,"Informative, Promotional",Formal promotional; Giveaway list; Comment CTA,,,1,No,#B8BBC5 (light gray); #2C3139 (dark blue); #E0E3EB (white),Samsung: top-left; Al Boraq: top-right,Galaxy A56; Powered by Awesome Intelligence,,4000,4400,13,"Like = 3800
Love = 122
Haha = 2
Wow = 1
Care = 15
Angry = 0
Sad = 0",,,Explicit,Comment keyword,اكتب «براق» لتعرف تفاصيل الربح,Formal purchase proposition,Offers & Giveaways,Modern Standard Arabic,Morning,3940,8413,12839,0.70%,2.51,1,Yes,,1,Product offer composite,Product with prize cards,,data/images/image44.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,45,Facebook,6/6/2026,11:10 AM,السبت,الصيف,Product Promotion + Giveaway,,Galaxy S25 Ultra,Mobile,Samsung,,,Lead Generation,,"🚨 عندك فرصة تمتلك Galaxy S25 Ultra مع هدايا وفرص ربح ما بتتفوت!
واحد من أقوى أجهزة سامسونج لليوم، مع:
📸 كاميرا 200MP
🤖 Galaxy AI
🖊️ S Pen
⚡ أداء فائق
🌟 شاشة من الأفضل عالمياً
وفوق هيك بتحصل على:
🎁 باقة إنترنت مجانية من Syriatel بقيمة 100$
🚗 فرصة تربح سيارة
📺 أو شاشة 55 بوصة
لا تستنى كتير...
لأن الكمية المتوفرة على العرض محدودة.
📩 ابعت كلمة البراق بالكومنت وخلي فريقنا يتواصل معك. ",391,Yes,2,No,0,10,63,Arabic,"Urgent, Informative, Promotional",Urgency hook; Feature list; Comment CTA,,,1,No,#C4CFD1 (light gray); #F1F7F9 (white); #3B4144 (dark cyan),Samsung: top-left; Al Boraq: top-right,اختبار ذكاء اليوم; اختر S25 Ultra,,3600,3700,8,"Like = 3400
Love = 98
Haha = 0
Wow = 3
Care = 19
Angry = 0
Sad = 2",,,Explicit,Comment keyword,لا تستنى؛ ابعت كلمة البراق بالكومنت,Urgency / opportunity hook,Premium Mobile Features & Giveaways,Syrian Arabic with MSA/English product terms,Morning,3522,7308,11024,0.61%,2.15,1,Yes,,1,Product offer composite,Product with prize cards,,data/images/image45.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,46,Facebook,6/4/2026,4:07 AM,الخميس,الصيف,Product Education,,Galaxy Buds4 Pro,Wireless Earbuds,Samsung,,,Lead Generation,,"الرفاهية الكاملة ✨ 
انغماس كامل في عالمك الخاص مع Galaxy Buds 4 Pro
تقنية  Enhanced 2-Way Speaker
صوت متوازن بوضوح أعلى وتجربة استماع أدق
تقنية  Enhanced Dynamic Driver (Woofer) + Tweeter
جهير أعمق وتفاصيل نقية لكل طبقة صوت
⚡️  وDual Amplifier : قوة مضاعفة + نقاء أعلى حتى بأعلى مستوى صوت
 عيش عالمك الخاص مع Galaxy Buds 4 Pro ✨
اكتب ""براق "" ورح تعرف كل التفاصيل فورا",367,Yes,1,No,0,3,62,Arabic,"Premium, Informative",Premium technical; Feature explanation; Comment CTA,,,1,No,#CDCFD4 (light gray); #ECEDEF (white); #272C2F (dark cyan),Samsung: top-left; Al Boraq: top-right,Buds4 Pro,,1500,1800,6,"Like = 1400
Love = 48
Haha = 0
Wow = 0
Care = 6
Angry = 0
Sad = 0",,,Explicit,Comment keyword,اكتب «براق»,Premium aspiration,Audio Features,Arabic (MSA with technical English),Late Night,1454,3306,5118,0.28%,1,0,Yes,,1,Product hero poster,Centered product with headline,,data/images/image46.jpg,,Product Education
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,47,Facebook,6/4/2026,10:10 AM,الخميس,الصيف,Giveaway Promotion,,Galaxy A17,Mobile,Samsung,,,Lead Generation,,"أربح  سيارة من البراق و شاشة سامسونج 
خطوة وحدة وتربح مع البراق 
مع البراق.. رح تربح سيارة أحلامك! 🚗✨
 اشتري موبايل Galaxy A17  وادخل  على أقوى وأضخم سحب:
🔹 96 سيارة !
🔹 960 شاشة بحجم 55 بوصة!
ومش بس هيك! 😉
 رح تحصل فوراً على باقة مجانية من سيريتل بقيمة 35$ 
وهدية فورية من دولاب الحظ 
اكتب براق ورح تعرف كل التفاصيل فورا",325,Yes,3,No,0,5,61,Arabic,"Playful, Promotional",Benefit hook; Giveaway list; Comment CTA,,,1,No,#C4CCCF (light gray); #A7BBBE (cyan); #1A243A (dark blue),Samsung: top-left; Al Boraq: top-right,اشترِ A17 وادخل السحب; 96 / 960,,3900,3400,8,"Like = 3700
Love = 111
Haha = 1
Wow = 1
Care = 18
Angry = 0
Sad = 1",,,Explicit,Buy,اشتري؛ ادخل السحب؛ اكتب براق,Prize promise,Offers & Giveaways,Syrian Arabic with MSA/English product terms,Morning,3832,7308,10724,0.61%,2.09,1,Yes,,1,Product offer composite,Product with prize cards,,data/images/image47.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,48,Facebook,6/3/2026,9:40 AM,الأربعاء,الصيف,Giveaway Promotion,,Galaxy A36,Mobile,Samsung,,,Lead Generation,,"هدايا وجوائز بالملايين 💸💸
حصريا في البراق 
اشتري Galaxy A36 من البراق وادخل على اقوى سحب
96 سيارة Kia sonet
960 شاشة حجم 55""
✔️مع باقة مجانية من سيريتل بقيمة 100$ لمدة سنة
✔️هدية فورية من دولاب الحظ
⏳ لا تضيّع فرصتك...!
📍 العرض لفترة محدودة 
اكتب براق لتحصل على كل المعلومات 👇",280,Yes,3,No,0,7,46,Arabic,"Playful, Promotional, Urgent",Prize hook; Offer list; Comment CTA,,,1,Yes,#FDFEFE (white); #D6D6D2 (light gray); #C1A999 (orange),Samsung: top-left; Al Boraq: top-right,موبايل واحد؛ 3 فرص ربح,,2000,1200,10,"Like = 1900
Love = 44
Haha = 1
Wow = 1
Care = 10
Angry = 0
Sad = 1",,,Explicit,Buy,اشتري؛ ادخل السحب؛ اكتب براق,Prize / value hook,Offers & Giveaways,Syrian Arabic with MSA/English product terms,Morning,1957,3210,4430,0.27%,0.87,0,Yes,,1,Product offer composite,Product with prize cards,,data/images/image48.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,49,Facebook,6/2/2026,3:24 PM,الثلاثاء,الصيف,Price Promotion,,"BMS 20,000mAh Power Bank",Portable Charger,BMS,,,Lead Generation,,"الحل الذكي اللي بيخليك دايماً جاهز 😏
باور بانك 20.000 من البراق بسعر ؟2$ فقططط!!! 
⚡️ شحن سريع يوفر عليك وقتك
🔋 سعة 20.000 كبيرة تكفيك لأكثر من شحنة
📱 مناسب لكل استخداماتك اليومية
الكمية عم تخلص أسرع مما تتخيل! 🚨
💬 اكتب ""براق"" وخلي التفاصيل توصلك فوراً",257,Yes,1,No,0,6,43,Arabic,"Playful, Urgent, Promotional",Price hook; Feature list; Comment CTA,,,1,No,#C2BBC5 (light gray); #E6E8ED (white); #34343A (dark blue),Samsung: top-left; Al Boraq: top-right,20000; شحن أسرع,,2700,1300,6,"Like = 2600
Love = 57
Haha = 0
Wow = 0
Care = 6
Angry = 0
Sad = 0",,,Explicit,Comment keyword,اكتب «براق»,Solution / price hook,Charging / Price Offer,Syrian Arabic with MSA/English product terms,Afternoon,2663,4006,5318,0.33%,1.04,1,Yes,,1,Product hero poster,Centered product with headline,Price is obscured in the source image/caption; retained as unknown.,data/images/image49.jpg,,Sales Conversion
